geneID,v5_gene_id,category,keep_flag,gene_name,annotation
Zm00001eb384900,Zm00001eb384900,Fst_IC_stover,1,,
Zm00001eb385240,Zm00001eb385240,Fst_IC_stover,1,,
Zm00001eb385250,Zm00001eb385250,Fst_IC_stover,1,,
Zm00001eb386290,Zm00001eb386290,Fst_IC_stover,1,,
Zm00001eb387100,Zm00001eb387100,Fst_IC_stover,1,,
Zm00001eb387110,Zm00001eb387110,Fst_IC_stover,1,,
Zm00001eb387140,Zm00001eb387140,Fst_IC_stover,1,,
Zm00001eb387430,Zm00001eb387430,Fst_IC_stover,1,,
Zm00001eb387640,Zm00001eb387640,Fst_IC_stover,1,,
Zm00001eb387670,Zm00001eb387670,Fst_IC_stover,1,,
Zm00001eb389900,Zm00001eb389900,Fst_IC_stover,1,,
Zm00001eb396390,Zm00001eb396390,Fst_IC_stover,1,,
Zm00001eb397150,Zm00001eb397150,Fst_IC_stover,1,,
Zm00001eb397170,Zm00001eb397170,Fst_IC_stover,1,,
Zm00001eb397180,Zm00001eb397180,Fst_IC_stover,1,,
Zm00001eb397190,Zm00001eb397190,Fst_IC_stover,1,,
Zm00001eb397200,Zm00001eb397200,Fst_IC_stover,1,,
Zm00001eb397220,Zm00001eb397220,Fst_IC_stover,1,,
Zm00001eb397260,Zm00001eb397260,Fst_IC_stover,1,,
Zm00001eb397270,Zm00001eb397270,Fst_IC_stover,1,,
Zm00001eb397280,Zm00001eb397280,Fst_IC_stover,1,,
Zm00001eb397290,Zm00001eb397290,Fst_IC_stover,1,,
Zm00001eb397300,Zm00001eb397300,Fst_IC_stover,1,,
Zm00001eb397310,Zm00001eb397310,Fst_IC_stover,1,,
Zm00001eb397320,Zm00001eb397320,Fst_IC_stover,1,,
Zm00001eb397330,Zm00001eb397330,Fst_IC_stover,1,,
Zm00001eb404830,Zm00001eb404830,Fst_IC_stover,1,,
Zm00001eb404840,Zm00001eb404840,Fst_IC_stover,1,,
Zm00001eb404850,Zm00001eb404850,Fst_IC_stover,1,,
Zm00001eb404860,Zm00001eb404860,Fst_IC_stover,1,,
Zm00001eb404870,Zm00001eb404870,Fst_IC_stover,1,,
Zm00001eb404900,Zm00001eb404900,Fst_IC_stover,1,,
Zm00001eb408490,Zm00001eb408490,Fst_IC_stover,1,,
Zm00001eb408540,Zm00001eb408540,Fst_IC_stover,1,,
Zm00001eb409690,Zm00001eb409690,Fst_IC_stover,1,,
Zm00001eb411050,Zm00001eb411050,Fst_IC_stover,1,,
Zm00001eb411120,Zm00001eb411120,Fst_IC_stover,1,,
Zm00001eb411150,Zm00001eb411150,Fst_IC_stover,1,,
Zm00001eb413010,Zm00001eb413010,Fst_IC_stover,1,,
Zm00001eb414340,Zm00001eb414340,Fst_IC_stover,1,,
Zm00001eb414350,Zm00001eb414350,Fst_IC_stover,1,,
Zm00001eb414460,Zm00001eb414460,Fst_IC_stover,1,,
Zm00001eb414640,Zm00001eb414640,Fst_IC_stover,1,,
Zm00001eb414700,Zm00001eb414700,Fst_IC_stover,1,,
Zm00001eb414720,Zm00001eb414720,Fst_IC_stover,1,,
Zm00001eb414780,Zm00001eb414780,Fst_IC_stover,1,,
Zm00001eb414790,Zm00001eb414790,Fst_IC_stover,1,,
Zm00001eb414870,Zm00001eb414870,Fst_IC_stover,1,,
Zm00001eb415410,Zm00001eb415410,Fst_IC_stover,1,,
Zm00001eb415420,Zm00001eb415420,Fst_IC_stover,1,,
Zm00001eb417240,Zm00001eb417240,Fst_IC_stover,1,,
Zm00001eb417570,Zm00001eb417570,Fst_IC_stover,1,,
Zm00001eb424940,Zm00001eb424940,Fst_IC_stover,1,,
Zm00001eb424960,Zm00001eb424960,Fst_IC_stover,1,,
Zm00001eb424970,Zm00001eb424970,Fst_IC_stover,1,,
Zm00001eb425560,Zm00001eb425560,Fst_IC_stover,1,,
Zm00001eb425570,Zm00001eb425570,Fst_IC_stover,1,,
Zm00001eb425580,Zm00001eb425580,Fst_IC_stover,1,,
Zm00001eb001780,Zm00001eb001780,Fst_J_grain,1,,
Zm00001eb001810,Zm00001eb001810,Fst_J_grain,1,,
Zm00001eb001820,Zm00001eb001820,Fst_J_grain,1,,
Zm00001eb001830,Zm00001eb001830,Fst_J_grain,1,,
Zm00001eb001840,Zm00001eb001840,Fst_J_grain,1,,
Zm00001eb001860,Zm00001eb001860,Fst_J_grain,1,,
Zm00001eb001870,Zm00001eb001870,Fst_J_grain,1,,
Zm00001eb001880,Zm00001eb001880,Fst_J_grain,1,,
Zm00001eb001890,Zm00001eb001890,Fst_J_grain,1,,
Zm00001eb001900,Zm00001eb001900,Fst_J_grain,1,,
Zm00001eb001910,Zm00001eb001910,Fst_J_grain,1,,
Zm00001eb013020,Zm00001eb013020,Fst_J_grain,1,,
Zm00001eb013030,Zm00001eb013030,Fst_J_grain,1,,
Zm00001eb013040,Zm00001eb013040,Fst_J_grain,1,,
Zm00001eb016240,Zm00001eb016240,Fst_J_grain,1,,
Zm00001eb016270,Zm00001eb016270,Fst_J_grain,1,,
Zm00001eb016290,Zm00001eb016290,Fst_J_grain,1,,
Zm00001eb016320,Zm00001eb016320,Fst_J_grain,1,,
Zm00001eb016330,Zm00001eb016330,Fst_J_grain,1,,
Zm00001eb030050,Zm00001eb030050,Fst_J_grain,1,,
Zm00001eb035780,Zm00001eb035780,Fst_J_grain,1,,
Zm00001eb048090,Zm00001eb048090,Fst_J_grain,1,,
Zm00001eb048110,Zm00001eb048110,Fst_J_grain,1,,
Zm00001eb048120,Zm00001eb048120,Fst_J_grain,1,,
Zm00001eb071860,Zm00001eb071860,Fst_J_grain,1,,
Zm00001eb071870,Zm00001eb071870,Fst_J_grain,1,,
Zm00001eb071890,Zm00001eb071890,Fst_J_grain,1,,
Zm00001eb081190,Zm00001eb081190,Fst_J_grain,1,,
Zm00001eb081200,Zm00001eb081200,Fst_J_grain,1,,
Zm00001eb084690,Zm00001eb084690,Fst_J_grain,1,,
Zm00001eb085430,Zm00001eb085430,Fst_J_grain,1,,
Zm00001eb085440,Zm00001eb085440,Fst_J_grain,1,,
Zm00001eb094580,Zm00001eb094580,Fst_J_grain,1,,
Zm00001eb094730,Zm00001eb094730,Fst_J_grain,1,,
Zm00001eb113530,Zm00001eb113530,Fst_J_grain,1,,
Zm00001eb113580,Zm00001eb113580,Fst_J_grain,1,,
Zm00001eb114020,Zm00001eb114020,Fst_J_grain,1,,
Zm00001eb114030,Zm00001eb114030,Fst_J_grain,1,,
Zm00001eb120410,Zm00001eb120410,Fst_J_grain,1,,
Zm00001eb120430,Zm00001eb120430,Fst_J_grain,1,,
Zm00001eb120460,Zm00001eb120460,Fst_J_grain,1,,
Zm00001eb120470,Zm00001eb120470,Fst_J_grain,1,,
Zm00001eb120750,Zm00001eb120750,Fst_J_grain,1,,
Zm00001eb127280,Zm00001eb127280,Fst_J_grain,1,,
Zm00001eb127300,Zm00001eb127300,Fst_J_grain,1,,
Zm00001eb127310,Zm00001eb127310,Fst_J_grain,1,,
Zm00001eb127340,Zm00001eb127340,Fst_J_grain,1,,
Zm00001eb127670,Zm00001eb127670,Fst_J_grain,1,,
Zm00001eb127680,Zm00001eb127680,Fst_J_grain,1,,
Zm00001eb127760,Zm00001eb127760,Fst_J_grain,1,,
Zm00001eb127770,Zm00001eb127770,Fst_J_grain,1,,
Zm00001eb127790,Zm00001eb127790,Fst_J_grain,1,,
Zm00001eb127970,Zm00001eb127970,Fst_J_grain,1,,
Zm00001eb127990,Zm00001eb127990,Fst_J_grain,1,,
Zm00001eb128190,Zm00001eb128190,Fst_J_grain,1,,
Zm00001eb128200,Zm00001eb128200,Fst_J_grain,1,,
Zm00001eb128210,Zm00001eb128210,Fst_J_grain,1,,
Zm00001eb128590,Zm00001eb128590,Fst_J_grain,1,,
Zm00001eb128730,Zm00001eb128730,Fst_J_grain,1,,
Zm00001eb128780,Zm00001eb128780,Fst_J_grain,1,,
Zm00001eb128810,Zm00001eb128810,Fst_J_grain,1,,
Zm00001eb128830,Zm00001eb128830,Fst_J_grain,1,,
Zm00001eb128880,Zm00001eb128880,Fst_J_grain,1,,
Zm00001eb128890,Zm00001eb128890,Fst_J_grain,1,,
Zm00001eb128910,Zm00001eb128910,Fst_J_grain,1,,
Zm00001eb128920,Zm00001eb128920,Fst_J_grain,1,,
Zm00001eb129100,Zm00001eb129100,Fst_J_grain,1,,
Zm00001eb129230,Zm00001eb129230,Fst_J_grain,1,,
Zm00001eb129280,Zm00001eb129280,Fst_J_grain,1,,
Zm00001eb129320,Zm00001eb129320,Fst_J_grain,1,,
Zm00001eb129360,Zm00001eb129360,Fst_J_grain,1,,
Zm00001eb129440,Zm00001eb129440,Fst_J_grain,1,,
Zm00001eb129570,Zm00001eb129570,Fst_J_grain,1,,
Zm00001eb129690,Zm00001eb129690,Fst_J_grain,1,,
Zm00001eb130280,Zm00001eb130280,Fst_J_grain,1,,
Zm00001eb130300,Zm00001eb130300,Fst_J_grain,1,,
Zm00001eb130580,Zm00001eb130580,Fst_J_grain,1,,
Zm00001eb130600,Zm00001eb130600,Fst_J_grain,1,,
Zm00001eb130610,Zm00001eb130610,Fst_J_grain,1,,
Zm00001eb130620,Zm00001eb130620,Fst_J_grain,1,,
Zm00001eb131280,Zm00001eb131280,Fst_J_grain,1,,
Zm00001eb131310,Zm00001eb131310,Fst_J_grain,1,,
Zm00001eb131320,Zm00001eb131320,Fst_J_grain,1,,
Zm00001eb131430,Zm00001eb131430,Fst_J_grain,1,,
Zm00001eb131440,Zm00001eb131440,Fst_J_grain,1,,
Zm00001eb131710,Zm00001eb131710,Fst_J_grain,1,,
Zm00001eb131760,Zm00001eb131760,Fst_J_grain,1,,
Zm00001eb131840,Zm00001eb131840,Fst_J_grain,1,,
Zm00001eb133680,Zm00001eb133680,Fst_J_grain,1,,
Zm00001eb135920,Zm00001eb135920,Fst_J_grain,1,,
Zm00001eb135930,Zm00001eb135930,Fst_J_grain,1,,
Zm00001eb135940,Zm00001eb135940,Fst_J_grain,1,,
Zm00001eb137220,Zm00001eb137220,Fst_J_grain,1,,
Zm00001eb138290,Zm00001eb138290,Fst_J_grain,1,,
Zm00001eb138300,Zm00001eb138300,Fst_J_grain,1,,
Zm00001eb138310,Zm00001eb138310,Fst_J_grain,1,,
Zm00001eb138370,Zm00001eb138370,Fst_J_grain,1,,
Zm00001eb138460,Zm00001eb138460,Fst_J_grain,1,,
Zm00001eb139500,Zm00001eb139500,Fst_J_grain,1,,
Zm00001eb141500,Zm00001eb141500,Fst_J_grain,1,,
Zm00001eb142350,Zm00001eb142350,Fst_J_grain,1,,
Zm00001eb142370,Zm00001eb142370,Fst_J_grain,1,,
Zm00001eb142400,Zm00001eb142400,Fst_J_grain,1,,
Zm00001eb142740,Zm00001eb142740,Fst_J_grain,1,,
Zm00001eb145810,Zm00001eb145810,Fst_J_grain,1,,
Zm00001eb146230,Zm00001eb146230,Fst_J_grain,1,,
Zm00001eb146250,Zm00001eb146250,Fst_J_grain,1,,
Zm00001eb146520,Zm00001eb146520,Fst_J_grain,1,,
Zm00001eb146550,Zm00001eb146550,Fst_J_grain,1,,
Zm00001eb146560,Zm00001eb146560,Fst_J_grain,1,,
Zm00001eb146610,Zm00001eb146610,Fst_J_grain,1,,
Zm00001eb146650,Zm00001eb146650,Fst_J_grain,1,,
Zm00001eb146660,Zm00001eb146660,Fst_J_grain,1,,
Zm00001eb146670,Zm00001eb146670,Fst_J_grain,1,,
Zm00001eb146680,Zm00001eb146680,Fst_J_grain,1,,
Zm00001eb146690,Zm00001eb146690,Fst_J_grain,1,,
Zm00001eb146700,Zm00001eb146700,Fst_J_grain,1,,
Zm00001eb146720,Zm00001eb146720,Fst_J_grain,1,,
Zm00001eb152350,Zm00001eb152350,Fst_J_grain,1,,
Zm00001eb152360,Zm00001eb152360,Fst_J_grain,1,,
Zm00001eb155940,Zm00001eb155940,Fst_J_grain,1,,
Zm00001eb177820,Zm00001eb177820,Fst_J_grain,1,,
Zm00001eb211790,Zm00001eb211790,Fst_J_grain,1,,
Zm00001eb218090,Zm00001eb218090,Fst_J_grain,1,,
Zm00001eb218390,Zm00001eb218390,Fst_J_grain,1,,
Zm00001eb218400,Zm00001eb218400,Fst_J_grain,1,,
Zm00001eb218410,Zm00001eb218410,Fst_J_grain,1,,
Zm00001eb225060,Zm00001eb225060,Fst_J_grain,1,,
Zm00001eb231610,Zm00001eb231610,Fst_J_grain,1,,
Zm00001eb232020,Zm00001eb232020,Fst_J_grain,1,,
Zm00001eb232250,Zm00001eb232250,Fst_J_grain,1,,
Zm00001eb232260,Zm00001eb232260,Fst_J_grain,1,,
Zm00001eb232290,Zm00001eb232290,Fst_J_grain,1,,
Zm00001eb236840,Zm00001eb236840,Fst_J_grain,1,,
Zm00001eb237210,Zm00001eb237210,Fst_J_grain,1,,
Zm00001eb237220,Zm00001eb237220,Fst_J_grain,1,,
Zm00001eb237230,Zm00001eb237230,Fst_J_grain,1,,
Zm00001eb237240,Zm00001eb237240,Fst_J_grain,1,,
Zm00001eb237570,Zm00001eb237570,Fst_J_grain,1,,
Zm00001eb237580,Zm00001eb237580,Fst_J_grain,1,,
Zm00001eb241860,Zm00001eb241860,Fst_J_grain,1,,
Zm00001eb241880,Zm00001eb241880,Fst_J_grain,1,,
Zm00001eb242360,Zm00001eb242360,Fst_J_grain,1,,
Zm00001eb242380,Zm00001eb242380,Fst_J_grain,1,,
Zm00001eb243130,Zm00001eb243130,Fst_J_grain,1,,
Zm00001eb243140,Zm00001eb243140,Fst_J_grain,1,,
Zm00001eb243180,Zm00001eb243180,Fst_J_grain,1,,
Zm00001eb243190,Zm00001eb243190,Fst_J_grain,1,,
Zm00001eb244150,Zm00001eb244150,Fst_J_grain,1,,
Zm00001eb244170,Zm00001eb244170,Fst_J_grain,1,,
Zm00001eb244180,Zm00001eb244180,Fst_J_grain,1,,
Zm00001eb244510,Zm00001eb244510,Fst_J_grain,1,,
Zm00001eb244520,Zm00001eb244520,Fst_J_grain,1,,
Zm00001eb244530,Zm00001eb244530,Fst_J_grain,1,,
Zm00001eb244540,Zm00001eb244540,Fst_J_grain,1,,
Zm00001eb244550,Zm00001eb244550,Fst_J_grain,1,,
Zm00001eb244560,Zm00001eb244560,Fst_J_grain,1,,
Zm00001eb244570,Zm00001eb244570,Fst_J_grain,1,,
Zm00001eb244590,Zm00001eb244590,Fst_J_grain,1,,
Zm00001eb245930,Zm00001eb245930,Fst_J_grain,1,,
Zm00001eb245950,Zm00001eb245950,Fst_J_grain,1,,
Zm00001eb245960,Zm00001eb245960,Fst_J_grain,1,,
Zm00001eb245970,Zm00001eb245970,Fst_J_grain,1,,
Zm00001eb252850,Zm00001eb252850,Fst_J_grain,1,,
Zm00001eb252860,Zm00001eb252860,Fst_J_grain,1,,
Zm00001eb252870,Zm00001eb252870,Fst_J_grain,1,,
Zm00001eb259210,Zm00001eb259210,Fst_J_grain,1,,
Zm00001eb259220,Zm00001eb259220,Fst_J_grain,1,,
Zm00001eb259230,Zm00001eb259230,Fst_J_grain,1,,
Zm00001eb270090,Zm00001eb270090,Fst_J_grain,1,,
Zm00001eb276490,Zm00001eb276490,Fst_J_grain,1,,
Zm00001eb286400,Zm00001eb286400,Fst_J_grain,1,,
Zm00001eb374350,Zm00001eb374350,Fst_J_grain,1,,
Zm00001eb374410,Zm00001eb374410,Fst_J_grain,1,,
Zm00001eb379910,Zm00001eb379910,Fst_J_grain,1,,
Zm00001eb379920,Zm00001eb379920,Fst_J_grain,1,,
Zm00001eb380260,Zm00001eb380260,Fst_J_grain,1,,
Zm00001eb381210,Zm00001eb381210,Fst_J_grain,1,,
Zm00001eb381630,Zm00001eb381630,Fst_J_grain,1,,
Zm00001eb381660,Zm00001eb381660,Fst_J_grain,1,,
Zm00001eb381670,Zm00001eb381670,Fst_J_grain,1,,
Zm00001eb382400,Zm00001eb382400,Fst_J_grain,1,,
Zm00001eb382430,Zm00001eb382430,Fst_J_grain,1,,
Zm00001eb382460,Zm00001eb382460,Fst_J_grain,1,,
Zm00001eb382480,Zm00001eb382480,Fst_J_grain,1,,
Zm00001eb383120,Zm00001eb383120,Fst_J_grain,1,,
Zm00001eb383160,Zm00001eb383160,Fst_J_grain,1,,
Zm00001eb383800,Zm00001eb383800,Fst_J_grain,1,,
Zm00001eb383930,Zm00001eb383930,Fst_J_grain,1,,
Zm00001eb384620,Zm00001eb384620,Fst_J_grain,1,,
Zm00001eb385310,Zm00001eb385310,Fst_J_grain,1,,
Zm00001eb386150,Zm00001eb386150,Fst_J_grain,1,,
Zm00001eb386410,Zm00001eb386410,Fst_J_grain,1,,
Zm00001eb387040,Zm00001eb387040,Fst_J_grain,1,,
Zm00001eb388180,Zm00001eb388180,Fst_J_grain,1,,
Zm00001eb388990,Zm00001eb388990,Fst_J_grain,1,,
Zm00001eb389050,Zm00001eb389050,Fst_J_grain,1,,
Zm00001eb391130,Zm00001eb391130,Fst_J_grain,1,,
Zm00001eb391140,Zm00001eb391140,Fst_J_grain,1,,
Zm00001eb398380,Zm00001eb398380,Fst_J_grain,1,,
Zm00001eb398400,Zm00001eb398400,Fst_J_grain,1,,
Zm00001eb398420,Zm00001eb398420,Fst_J_grain,1,,
Zm00001eb400730,Zm00001eb400730,Fst_J_grain,1,,
Zm00001eb400750,Zm00001eb400750,Fst_J_grain,1,,
Zm00001eb400760,Zm00001eb400760,Fst_J_grain,1,,
Zm00001eb403670,Zm00001eb403670,Fst_J_grain,1,,
Zm00001eb403680,Zm00001eb403680,Fst_J_grain,1,,
Zm00001eb403710,Zm00001eb403710,Fst_J_grain,1,,
Zm00001eb403720,Zm00001eb403720,Fst_J_grain,1,,
Zm00001eb403730,Zm00001eb403730,Fst_J_grain,1,,
Zm00001eb403740,Zm00001eb403740,Fst_J_grain,1,,
Zm00001eb403750,Zm00001eb403750,Fst_J_grain,1,,
Zm00001eb403780,Zm00001eb403780,Fst_J_grain,1,,
Zm00001eb403790,Zm00001eb403790,Fst_J_grain,1,,
Zm00001eb403820,Zm00001eb403820,Fst_J_grain,1,,
Zm00001eb403830,Zm00001eb403830,Fst_J_grain,1,,
Zm00001eb403910,Zm00001eb403910,Fst_J_grain,1,,
Zm00001eb403920,Zm00001eb403920,Fst_J_grain,1,,
Zm00001eb408630,Zm00001eb408630,Fst_J_grain,1,,
Zm00001eb413300,Zm00001eb413300,Fst_J_grain,1,,
Zm00001eb421170,Zm00001eb421170,Fst_J_grain,1,,
Zm00001eb421500,Zm00001eb421500,Fst_J_grain,1,,
Zm00001eb421860,Zm00001eb421860,Fst_J_grain,1,,
Zm00001eb423070,Zm00001eb423070,Fst_J_grain,1,,
Zm00001eb423470,Zm00001eb423470,Fst_J_grain,1,,
Zm00001eb428370,Zm00001eb428370,Fst_J_grain,1,,
Zm00001eb428410,Zm00001eb428410,Fst_J_grain,1,,
Zm00001eb018360,Zm00001eb018360,GWAS_Asp_Goodman,1,,
Zm00001eb018380,Zm00001eb018380,GWAS_Asp_Goodman,1,,
Zm00001eb018430,Zm00001eb018430,GWAS_Asp_Goodman,1,,
Zm00001eb041890,Zm00001eb041890,GWAS_Asp_Goodman,1,,
Zm00001eb041900,Zm00001eb041900,GWAS_Asp_Goodman,1,,
Zm00001eb021820,Zm00001eb021820,GWAS_Asp_Goodman,1,,
Zm00001eb021830,Zm00001eb021830,GWAS_Asp_Goodman,1,,
Zm00001eb006570,Zm00001eb006570,GWAS_Asp_Goodman,1,,
Zm00001eb027670,Zm00001eb027670,GWAS_Asp_Goodman,1,,
Zm00001eb015720,Zm00001eb015720,GWAS_Asp_Goodman,1,,
Zm00001eb015750,Zm00001eb015750,GWAS_Asp_Goodman,1,,
Zm00001eb001070,Zm00001eb001070,GWAS_Asp_Goodman,1,,
Zm00001eb001110,Zm00001eb001110,GWAS_Asp_Goodman,1,,
Zm00001eb031360,Zm00001eb031360,GWAS_Asp_Goodman,1,,
Zm00001eb027340,Zm00001eb027340,GWAS_Asp_Goodman,1,,
Zm00001eb028280,Zm00001eb028280,GWAS_Asp_Goodman,1,,
Zm00001eb000780,Zm00001eb000780,GWAS_Asp_Goodman,1,,
Zm00001eb000790,Zm00001eb000790,GWAS_Asp_Goodman,1,,
Zm00001eb000800,Zm00001eb000800,GWAS_Asp_Goodman,1,,
Zm00001eb000820,Zm00001eb000820,GWAS_Asp_Goodman,1,,
Zm00001eb000830,Zm00001eb000830,GWAS_Asp_Goodman,1,,
Zm00001eb000850,Zm00001eb000850,GWAS_Asp_Goodman,1,,
Zm00001eb000860,Zm00001eb000860,GWAS_Asp_Goodman,1,,
Zm00001eb000870,Zm00001eb000870,GWAS_Asp_Goodman,1,,
Zm00001eb030090,Zm00001eb030090,GWAS_Asp_Goodman,1,,
Zm00001eb002440,Zm00001eb002440,GWAS_Asp_Goodman,1,,
Zm00001eb002450,Zm00001eb002450,GWAS_Asp_Goodman,1,,
Zm00001eb002460,Zm00001eb002460,GWAS_Asp_Goodman,1,,
Zm00001eb022650,Zm00001eb022650,GWAS_Asp_Goodman,1,,
Zm00001eb022660,Zm00001eb022660,GWAS_Asp_Goodman,1,,
Zm00001eb003670,Zm00001eb003670,GWAS_Asp_Goodman,1,,
Zm00001eb003690,Zm00001eb003690,GWAS_Asp_Goodman,1,,
Zm00001eb003730,Zm00001eb003730,GWAS_Asp_Goodman,1,,
Zm00001eb032600,Zm00001eb032600,GWAS_Asp_Goodman,1,,
Zm00001eb009730,Zm00001eb009730,GWAS_Asp_Goodman,1,,
Zm00001eb012610,Zm00001eb012610,GWAS_Asp_Goodman,1,,
Zm00001eb012660,Zm00001eb012660,GWAS_Asp_Goodman,1,,
Zm00001eb031790,Zm00001eb031790,GWAS_Asp_Goodman,1,,
Zm00001eb031800,Zm00001eb031800,GWAS_Asp_Goodman,1,,
Zm00001eb031810,Zm00001eb031810,GWAS_Asp_Goodman,1,,
Zm00001eb002480,Zm00001eb002480,GWAS_Asp_Goodman,1,,
Zm00001eb002490,Zm00001eb002490,GWAS_Asp_Goodman,1,,
Zm00001eb002510,Zm00001eb002510,GWAS_Asp_Goodman,1,,
Zm00001eb002520,Zm00001eb002520,GWAS_Asp_Goodman,1,,
Zm00001eb002530,Zm00001eb002530,GWAS_Asp_Goodman,1,,
Zm00001eb028110,Zm00001eb028110,GWAS_Asp_Goodman,1,,
Zm00001eb008160,Zm00001eb008160,GWAS_Asp_Goodman,1,,
Zm00001eb008170,Zm00001eb008170,GWAS_Asp_Goodman,1,,
Zm00001eb031330,Zm00001eb031330,GWAS_Asp_Goodman,1,,
Zm00001eb031340,Zm00001eb031340,GWAS_Asp_Goodman,1,,
Zm00001eb026300,Zm00001eb026300,GWAS_Asp_Goodman,1,,
Zm00001eb036020,Zm00001eb036020,GWAS_Asp_Goodman,1,,
Zm00001eb019460,Zm00001eb019460,GWAS_Asp_Goodman,1,,
Zm00001eb019470,Zm00001eb019470,GWAS_Asp_Goodman,1,,
Zm00001eb035700,Zm00001eb035700,GWAS_Asp_Goodman,1,,
Zm00001eb008310,Zm00001eb008310,GWAS_Asp_Goodman,1,,
Zm00001eb022360,Zm00001eb022360,GWAS_Asp_Goodman,1,,
Zm00001eb022400,Zm00001eb022400,GWAS_Asp_Goodman,1,,
Zm00001eb020590,Zm00001eb020590,GWAS_Asp_Goodman,1,,
Zm00001eb020600,Zm00001eb020600,GWAS_Asp_Goodman,1,,
Zm00001eb027790,Zm00001eb027790,GWAS_Asp_Goodman,1,,
Zm00001eb027800,Zm00001eb027800,GWAS_Asp_Goodman,1,,
Zm00001eb012980,Zm00001eb012980,GWAS_Asp_Goodman,1,,
Zm00001eb013000,Zm00001eb013000,GWAS_Asp_Goodman,1,,
Zm00001eb004320,Zm00001eb004320,GWAS_Asp_Goodman,1,,
Zm00001eb004340,Zm00001eb004340,GWAS_Asp_Goodman,1,,
Zm00001eb004370,Zm00001eb004370,GWAS_Asp_Goodman,1,,
Zm00001eb004390,Zm00001eb004390,GWAS_Asp_Goodman,1,,
Zm00001eb004400,Zm00001eb004400,GWAS_Asp_Goodman,1,,
Zm00001eb004410,Zm00001eb004410,GWAS_Asp_Goodman,1,,
Zm00001eb004420,Zm00001eb004420,GWAS_Asp_Goodman,1,,
Zm00001eb019830,Zm00001eb019830,GWAS_Asp_Goodman,1,,
Zm00001eb041220,Zm00001eb041220,GWAS_Asp_Goodman,1,,
Zm00001eb041230,Zm00001eb041230,GWAS_Asp_Goodman,1,,
Zm00001eb041240,Zm00001eb041240,GWAS_Asp_Goodman,1,,
Zm00001eb044780,Zm00001eb044780,GWAS_Asp_Goodman,1,,
Zm00001eb044790,Zm00001eb044790,GWAS_Asp_Goodman,1,,
Zm00001eb044800,Zm00001eb044800,GWAS_Asp_Goodman,1,,
Zm00001eb030970,Zm00001eb030970,GWAS_Asp_Goodman,1,,
Zm00001eb030980,Zm00001eb030980,GWAS_Asp_Goodman,1,,
Zm00001eb000340,Zm00001eb000340,GWAS_Asp_Goodman,1,,
Zm00001eb011800,Zm00001eb011800,GWAS_Asp_Goodman,1,,
Zm00001eb011810,Zm00001eb011810,GWAS_Asp_Goodman,1,,
Zm00001eb011820,Zm00001eb011820,GWAS_Asp_Goodman,1,,
Zm00001eb021390,Zm00001eb021390,GWAS_Asp_Goodman,1,,
Zm00001eb010230,Zm00001eb010230,GWAS_Asp_Goodman,1,,
Zm00001eb010240,Zm00001eb010240,GWAS_Asp_Goodman,1,,
Zm00001eb010280,Zm00001eb010280,GWAS_Asp_Goodman,1,,
Zm00001eb022160,Zm00001eb022160,GWAS_Asp_Goodman,1,,
Zm00001eb047560,Zm00001eb047560,GWAS_Asp_Goodman,1,,
Zm00001eb047580,Zm00001eb047580,GWAS_Asp_Goodman,1,,
Zm00001eb028020,Zm00001eb028020,GWAS_Asp_Goodman,1,,
Zm00001eb006830,Zm00001eb006830,GWAS_Asp_Goodman,1,,
Zm00001eb006870,Zm00001eb006870,GWAS_Asp_Goodman,1,,
Zm00001eb003360,Zm00001eb003360,GWAS_Asp_Goodman,1,,
Zm00001eb003420,Zm00001eb003420,GWAS_Asp_Goodman,1,,
Zm00001eb003440,Zm00001eb003440,GWAS_Asp_Goodman,1,,
Zm00001eb003450,Zm00001eb003450,GWAS_Asp_Goodman,1,,
Zm00001eb002100,Zm00001eb002100,GWAS_Asp_Goodman,1,,
Zm00001eb002170,Zm00001eb002170,GWAS_Asp_Goodman,1,,
Zm00001eb002180,Zm00001eb002180,GWAS_Asp_Goodman,1,,
Zm00001eb002190,Zm00001eb002190,GWAS_Asp_Goodman,1,,
Zm00001eb027590,Zm00001eb027590,GWAS_Asp_Goodman,1,,
Zm00001eb034290,Zm00001eb034290,GWAS_Asp_Goodman,1,,
Zm00001eb039000,Zm00001eb039000,GWAS_Asp_Goodman,1,,
Zm00001eb031300,Zm00001eb031300,GWAS_Asp_Goodman,1,,
Zm00001eb031310,Zm00001eb031310,GWAS_Asp_Goodman,1,,
Zm00001eb024330,Zm00001eb024330,GWAS_Asp_Goodman,1,,
Zm00001eb032160,Zm00001eb032160,GWAS_Asp_Goodman,1,,
Zm00001eb022860,Zm00001eb022860,GWAS_Asp_Goodman,1,,
Zm00001eb010770,Zm00001eb010770,GWAS_Asp_Goodman,1,,
Zm00001eb003960,Zm00001eb003960,GWAS_Asp_Goodman,1,,
Zm00001eb004020,Zm00001eb004020,GWAS_Asp_Goodman,1,,
Zm00001eb004030,Zm00001eb004030,GWAS_Asp_Goodman,1,,
Zm00001eb015790,Zm00001eb015790,GWAS_Asp_Goodman,1,,
Zm00001eb015800,Zm00001eb015800,GWAS_Asp_Goodman,1,,
Zm00001eb038730,Zm00001eb038730,GWAS_Asp_Goodman,1,,
Zm00001eb041070,Zm00001eb041070,GWAS_Asp_Goodman,1,,
